categories,dates,event_links,event_titles
"Education,Nature,History,Tours,SeniorsFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/central-park-tour-west-side-stories,Central Park Tour: West Side Stories
"Volunteer,It's My ParkFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/its-my-park-at-leif-ericson-park,It's My Park at Leif Ericson Park
"Nature,Best for Kids,HikingFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/mushrooms-discovery-hike,Mushrooms: Discovery Hike
"Education,Nature,Best for Kids,Tours,Food,Talks,WaterfrontFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/urban-farm-exploration-day,Urban Farm Exploration Day
"Arts & Crafts,Nature,Art,Festivals,Games,History,Best for Kids,Food,Fall Festivals",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/35th-annual-queens-county-fair1,35th Annual Queens County Fair
Food,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/preconcert-tea,Pre-Concert Tea
"Volunteer,It's My ParkFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/its-my-park-at-maria-hernandez-park,It's My Park at Maria Hernandez Park
"Accessible,Education,Best for Kids,Waterfront,AstronomyFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/summer-on-the-hudson-sungaze,Summer on the Hudson: SunGaze
"Nature,Fitness,Sports,Kayaking and Canoeing,Waterfront,Outdoor FitnessFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/free-community-rowing-at-pier-40,Free Community Rowing at Pier 40
VolunteerFree,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/forest-crew,Forest Crew
"Education,History,ToursFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/historic-new-york-gerritsen-grist-mill-and-farmhouse,Historic New York: Gerritsen Grist Mill and Farmhouse
"Accessible,Best for Kids,Sports",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/youth-wheelchair-basketball-host-by-new-york-rolling-fury,Youth Wheelchair Basketball Hosted by New York Rolling Fury
"Nature,History,HikingFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/rangers-choice-forest-park-super-hike-vigorous,Ranger's Choice: Forest Park Super Hike (Vigorous)
"Concerts,Free Summer ConcertsFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/ingardens-free-jazz-concerts,InGardens Free Jazz Concerts
Best for KidsFree,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/the-great-miguelino-at-fantasy-forest-amusement-park,The Great Miguelino at Fantasy Forest Amusement Park
"Education,Nature,History,ToursFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/central-park-tour-midpark-welcome-tour,Central Park Tour: Mid-Park Welcome Tour
"Nature,Tours",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/garden-highlights-walk,Garden Highlights Walk
Concerts,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/concert-manhattan-chamber-players,Concert: Manhattan Chamber Players
"Education,NatureFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/honoring-ancestors-through-medicine-making,Honoring Ancestors Through Medicine Making
Best for KidsFree,09/24/2017,https://www.nycgovparks.org/events/2017/09/24/the-great-miguelino-at-fantasy-forest-amusement-park1,The Great Miguelino at Fantasy Forest Amusement Park
"Accessible,Dance,Art,Festivals,WaterfrontFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/summer-on-the-hudson-dance-safari,Summer on the Hudson: Dance Safari!
"Concerts,Dance,Festivals,Free Summer ConcertsFree",09/24/2017,https://www.nycgovparks.org/events/2017/09/24/lungs-harvest-festival-of-the-arts1,LUNGS Harvest Festival of the Arts
"Birding,Nature,WildlifeFree",09/25/2017,https://www.nycgovparks.org/events/2017/09/25/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
VolunteerFree,09/25/2017,https://www.nycgovparks.org/events/2017/09/25/prospect-park-alliance-monday-eastside-revival,Prospect Park Alliance Monday Eastside Revival
"Art,History,ToursFree",09/25/2017,https://www.nycgovparks.org/events/2017/09/25/conference-house-inside-out,Conference House: Inside Out
"Nature,History,Tours",09/25/2017,https://www.nycgovparks.org/events/2017/09/25/central-park-tour-the-ramble,Central Park Tour: The Ramble
FitnessFree,09/26/2017,https://www.nycgovparks.org/events/2017/09/26/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
"Education,FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/bryant-park-tai-chi,Bryant Park Tai Chi
"Fitness,Outdoor FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/meditation,Meditation
"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/fitness-walk,Fitness Walk
"Accessible,Arts & Crafts,Best for KidsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/tiny-tots-stories-and-art,Tiny Tots Stories and Art
"Accessible,Art,HistoryFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Fitness,Outdoor FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/tai-chi,Tai Chi
"Art,History,Tours,SeniorsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/tour-of-gracie-mansion,Tour of Gracie Mansion
"Arts & Crafts,SeniorsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/upcycletoartvintage-and-steam-punk,Up-Cycle-to-Art/Vintage and Steam Punk
"Nature,Volunteer,SeniorsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/biweekly-gardening-club,Bi-weekly Gardening Club
"Volunteer,It's My ParkFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/its-my-park-at-mclaughlin-park,It's My Park at McLaughlin Park
"Art,History,ToursFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/conference-house-inside-out,Conference House: Inside Out
"Art,History,Tours,SeniorsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/tour-of-gracie-mansion1,Tour of Gracie Mansion
"Nature,ToursFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/garden-highlights-walk,Garden Highlights Walk
"Nature,History,ToursFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/central-park-tour-heart-of-the-park,Central Park Tour: Heart of the Park
"Accessible,Arts & Crafts,Best for KidsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/kids-mixed-media-arts,Kids Mixed Media Arts
"Art,History,Tours,SeniorsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/tour-of-gracie-mansion2,Tour of Gracie Mansion
"Art,Tours",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/gallery-tour,Gallery Tour
"Arts & Crafts,Best for KidsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/kids-le-petit-art,Kids Le Petit Art
"Art,History,Tours,SeniorsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/tour-of-gracie-mansion3,Tour of Gracie Mansion
"Education,Nature,WildlifeFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/they-only-come-out-at-night-inviting-bats-to-your-garden,They Only Come Out at Night: Inviting Bats to your Garden
"Fitness,Waterfront,Outdoor FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/yoga-in-the-park,Yoga in the Park
"Education,Fitness,Sports,Outdoor FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/summer-on-the-hudson-riverside-hiit,Summer on the Hudson: Riverside HIIT
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/summer-on-the-hudson-bodyroll-workout-w-viva,Summer on the Hudson: Bodyroll Workout with VIVA!
"Fitness,Outdoor FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/yoga,Yoga
FitnessFree,09/26/2017,https://www.nycgovparks.org/events/2017/09/26/nyrr-open-run-brooklyn-bridge-park,NYRR Open Run: Brooklyn Bridge Park
FitnessFree,09/26/2017,https://www.nycgovparks.org/events/2017/09/26/nyrr-open-run-silver-lake-park,NYRR Open Run: Silver Lake Park
"Fitness,Outdoor FitnessFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/free-bootcamp-class,Free Bootcamp Class
"Accessible,Sports",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/wheelchair-basketball-open-gym-hosted-by-the-axis-project-wheelchair-basketball,Wheelchair Basketball Open Gym Hosted by the Axis Project Wheelchair Basketball
"Film,Free Summer Movies,Movies Under the StarsFree",09/26/2017,https://www.nycgovparks.org/events/2017/09/26/movies-under-the-stars-central-intelligence,Movies Under the Stars: Central Intelligence
"Fitness,Outdoor FitnessFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/bryant-park-boot-camp,Bryant Park Boot Camp
"Accessible,Fitness,Outdoor Fitness,SeniorsFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/outdoor-exercise-with-nancy-bruning,Outdoor Exercise with Nancy Bruning
"Birding,Nature,Tours,WildlifeFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/bird-walk-at-the-battery-with-nyc-audubon,Bird Walk at The Battery with NYC Audubon
"Nature,VolunteerFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/farm-and-compost-volunteer-days,Farm and Compost Volunteer Days
"Dance,Food,SeniorsFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/moon-festival,Moon Festival
"Accessible,Art,HistoryFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Volunteer,It's My ParkFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/its-my-park-at-seton-falls-park,It's My Park at Seton Falls Park
"Education,ToursFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/bryant-park-public-tours,Bryant Park Public Tours
"Education,Nature,History,Tours,SeniorsFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/central-park-tour-west-side-stories,Central Park Tour: West Side Stories
Arts & CraftsFree,09/27/2017,https://www.nycgovparks.org/events/2017/09/27/special-express-arts,Special Express Arts 1
"Arts & Crafts,SeniorsFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/adults-le-petit-zen-art,Adults Le Petit Zen Art
"Arts & Crafts,Best for KidsFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/recycle-to-art,Recycle to Art
NatureFree,09/27/2017,https://www.nycgovparks.org/events/2017/09/27/farm-open-hours,Farm Open Hours
"Volunteer,It's My ParkFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/its-my-park-at-northerleigh-park,It's My Park at Northerleigh Park
"Education,Nature,FoodFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/south-asian-medicinal-plants,Using South Asian Medicinal Plants
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/dance-fitness-in-the-park,Dance Fitness in the Park
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/zumba,Zumba
"Fitness,Outdoor Fitness,HikingFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/evening-group-hike-at-the-greenbelt-nature-center,Evening Group Hike at the Greenbelt Nature Center
"Fitness,Waterfront,Outdoor FitnessFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/summer-on-the-hudson-yoga-evening-salute-to-the-sun,Summer on the Hudson: Yoga Evening Salute to the Sun
"Fitness,Waterfront,Outdoor FitnessFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/yoga-in-the-battery,Yoga in The Battery
"Fitness,Outdoor FitnessFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/fitness-class-with-orangetheory,Fitness Class with Orangetheory!
"Film,Free Summer Movies,Movies Under the StarsFree",09/27/2017,https://www.nycgovparks.org/events/2017/09/27/movies-under-the-stars-the-fate-of-the-furious,Movies Under the Stars: The Fate of the Furious
FitnessFree,09/28/2017,https://www.nycgovparks.org/events/2017/09/28/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
"Education,FitnessFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/bryant-park-tai-chi,Bryant Park Tai Chi
"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/fitness-walk,Fitness Walk
"Accessible,Art,HistoryFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Accessible,FitnessFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/shape-up-dance-movement-for-fitness,Shape Up NYC: Dance Movement for Fitness
"Nature,Volunteer,SeniorsFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/biweekly-gardening-club,Bi-weekly Gardening Club
"Art,History,ToursFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/conference-house-inside-out,Conference House: Inside Out
Arts & CraftsFree,09/28/2017,https://www.nycgovparks.org/events/2017/09/28/special-express-arts-2,Special Express Arts 2
"Education,Nature,ToursFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/central-park-tour-stroll-to-strawberry-fields,Central Park Tour: Stroll to Strawberry Fields
"Accessible,Markets,Food",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/hudson-yards-farmers-market,Hudson Yards Farmers Market
"Education,Nature,History,ToursFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/tour-the-battery,Tour The Battery
"Arts & Crafts,Best for KidsFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/kids-imaginative-arts,Kids Imaginative Arts
"Education,Games,Best for KidsFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/summer-on-the-hudson-human-chess,Summer on the Hudson: Human Chess
"Birding,Nature,WildlifeFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
"Education,FoodFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/eat-your-greens-delectable-vegetarian-recipes-for-your-garden-veggies,Eat Your Greens: Delectable Vegetarian Recipes for Your Garden Veggies
"Accessible,SportsFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/nyc-parks-wheelchair-softball,NYC Parks Wheelchair Softball
"Fitness,Sports,Outdoor FitnessFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/open-track-night,Open Track Night
"Fitness,Outdoor FitnessFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/summer-on-the-hudson-yoga-flow,Summer on the Hudson: Yoga Flow
FitnessFree,09/28/2017,https://www.nycgovparks.org/events/2017/09/28/nyrr-open-run-flushing-meadows-corona-park,NYRR Open Run: Flushing Meadows Corona Park
"Film,Free Summer Movies,Movies Under the StarsFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/movies-under-the-stars-groundhog-day-1993,Movies Under the Stars: Groundhog Day (1993)
"Film,Best for Kids,Halloween,Free Summer MoviesFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/free-movies-in-hudson-park-hocus-pocus,Free Movies in Hudson Park: Hocus Pocus
"Film,Free Summer Movies,Movies Under the StarsFree",09/28/2017,https://www.nycgovparks.org/events/2017/09/28/movies-under-the-stars-the-fate-of-the-furious,Movies Under the Stars: The Fate of the Furious
"Accessible,Art,HistoryFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Festivals,Games,Best for KidsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/childrens-sports-festival,Children's Sports Festival
"Art,History,ToursFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/conference-house-inside-out,Conference House: Inside Out
"Education,Nature,History,Tours,Seniors",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/central-park-tour-iconic-views-of-central-park,Central Park Tour: Iconic Views of Central Park
"Nature,Tours,Waterfront,WildlifeFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/weekend-nature-exploration,Weekend Nature Exploration
"Accessible,Arts & Crafts,Art,SeniorsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/adult-imaginative-arts,Adult Imaginative Arts
"Arts & Crafts,Best for Kids,Fourth of JulyFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/seasonal-arts-and-crafts,Seasonal Arts and Crafts
SportsFree,09/29/2017,https://www.nycgovparks.org/events/2017/09/29/girls-basketball-clinic,Girls Basketball Clinic
"Accessible,Games,WaterfrontFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/summer-on-the-hudson-bingo,Summer on the Hudson: Bingo
"Accessible,Art,Best for KidsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/puppet-mobile-and-public-art-in-virginia-park,Puppet Mobile and Public Art in Virginia Park
"Accessible,Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/movies-under-the-stars-moana,Movies Under the Stars: Moana
"Accessible,Film,Free Summer Movies,Movies Under the StarsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/movies-under-the-stars-wonder-woman-2017,Movies Under the Stars: Wonder Woman (2017)
"Nature,Family CampingFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/family-camping-marine-park-brooklyn,Family Camping: Brooklyn
"Film,Free Summer Movies,Movies Under the StarsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/movies-under-the-stars-jason-bourne-2016,Movies Under the Stars: Jason Bourne (2016)
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/movies-under-the-stars-beauty-and-the-beast-2017,Movies Under the Stars: Beauty and the Beast (2017)
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/29/2017,https://www.nycgovparks.org/events/2017/09/29/movies-under-the-stars-boss-baby1,Movies Under the Stars: Boss Baby
FitnessFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/van-cortlandt-track-club,Van Cortlandt Track Club
"Birding,Education,Nature,Tours,WildlifeFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/bird-walks,Bird Walks
"Markets,Food,WaterfrontFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/socrates-farmers-market,Socrates Farmers Market
FitnessFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
FitnessFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/nyrr-open-run-soundview-park,NYRR Open Run: Soundview Park
"Fitness,Outdoor FitnessFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/nyrr-open-run-astoria-park,NYRR Open Run: Astoria Park
FitnessFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/nyrr-open-run-canarsie-park,NYRR Open Run: Canarsie Park
FitnessFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/nyrr-open-run-inwood-hill-park,NYRR Open Run: Inwood Hill Park
FitnessFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/nyrr-open-run-st-marys-park,NYRR Open Run: St. Mary's Park
"Volunteer,It's My ParkFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/its-my-park-at-westerleigh-park,It's My Park at Westerleigh Park
"Volunteer,It's My ParkFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/its-my-park-at-north-pacific-playground,It's My Park at North Pacific Playground
"Volunteer,It's My ParkFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/its-my-park-at-lemon-creek-park,It's My Park at Lemon Creek Park
"Markets,Food",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/hattie-carthan-community-saturday-farmers-market,Hattie Carthan Community Saturday Farmers Market
"Nature,Volunteer,Kayaking and Canoeing,WaterfrontFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/eco-volunteer-day-and-free-commuity-paddle,Eco Volunteer Day and Free Community Paddle
"Accessible,Art,HistoryFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Accessible,FitnessFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/shape-up-zumbaadults,Shape Up NYC: Zumba - Adults
"Education,Nature,Best for Kids,WildlifeFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/fort-tryon-park-kids-urban-ecology-of-highbridge-park,Kids Urban Ecology of Highbridge Park
"Nature,Volunteer,WaterfrontFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/green-team,Green Team
"Education,Nature,Fitness,Best for Kids,Tours,Outdoor Fitness,SeniorsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/claremont-in-motion-bike-ride,Claremont in Motion Bike Ride
"Nature,Kayaking and Canoeing,Hiking,WildlifeFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/rangers-choice-paddle-and-hike-orchard-beach,Ranger's Choice: Paddle and Hike Orchard Beach
"Volunteer,It's My ParkFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/its-my-park-at-astoria-park,It's My Park at Astoria Park
"Volunteer,It's My ParkFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/its-my-park-at-owls-head-park,It's My Park at Owl's Head Park
VolunteerFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/saturday-woodland-corps,Saturday Woodland Corps
"Accessible,SportsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/nyc-parks-wheelchair-football,NYC Parks Wheelchair Football Clinic
"Art,History,ToursFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/conference-house-inside-out,Conference House: Inside Out
"Fitness,Outdoor FitnessFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/summer-on-the-hudson-butt-gut,Summer on the Hudson: Butt & Gut
"Dance,Fitness,Sports,Waterfront,Outdoor FitnessFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/summer-on-the-hudson-shape-up-nyc-zumba-in-west-harlem-piers-park,Summer on the Hudson: Shape Up NYC Zumba in West Harlem Piers Park
Best for KidsFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/stories-at-the-statue-of-hans-christian-andersen,Stories at the Statue of Hans Christian Andersen
"Art,Fitness,Sports,Outdoor Fitness,SeniorsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/public-art-and-yoga-in-fort-greene-park,Public Art and Yoga In Fort Greene Park
"Nature,ToursFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/garden-highlights-walk,Garden Highlights Walk
"Education,Nature,Best for Kids,Fall FoliageFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/kids-shapes-and-colors-hike,Kids Shapes and Colors Hike
"Nature,History,ToursFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/central-park-tour-heart-of-the-park,Central Park Tour: Heart of the Park
"Volunteer,It's My ParkFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/its-my-park-at-kivlehan-playground,It's My Park at Kivlehan Playground
"Education,Nature,Best for Kids,Tours,Food,Talks,WaterfrontFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/urban-farm-exploration-day,Urban Farm Exploration Day
"Birding,Nature,WildlifeFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/introduction-to-bird-watching,Introduction to Bird Watching
"Fitness,History,Outdoor FitnessFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/capoeira-for-beginners,Capoeira for Beginners
"Education,Nature,Fall FoliageFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/fall-foliage-walk,Fall Foliage Walk
"Education,Art,History,TalksFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/our-public-water-tunnels-and-tanks,Our Public Water: Tunnels and Tanks
"Concerts,Free Summer ConcertsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/ingardens-free-jazz-concerts,InGardens Free Jazz Concerts
Best for KidsFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/bonkerz-the-clown-at-forest-park-carousel,Bonkerz the Clown at Forest Park Carousel
"Accessible,History,ToursFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/union-square-park-crossroads-of-new-york-walking-tour,Union Square Park: Crossroads of New York Walking Tour
"Arts & Crafts,Best for KidsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/paper-arts-and-crafts,CANCELLED: Paper Arts and Crafts
"Accessible,Arts & CraftsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/crochet-basics-accessories-adults,CANCELLED: Crochet Basics and Accessories - Adults
"Education,Nature,History,Tours,Seniors",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/central-park-tour-north-woods,Central Park Tour: North Woods
Best for KidsFree,09/30/2017,https://www.nycgovparks.org/events/2017/09/30/bonkerz-the-clown-at-forest-park-carousel1,Bonkerz the Clown at Forest Park Carousel
"Accessible,Film,Free Summer Movies,Movies Under the StarsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/movies-under-the-stars-guardians-of-the-galaxy-2,Movies Under the Stars: Guardians of the Galaxy 2
"Film,Free Summer Movies,Movies Under the StarsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/movies-under-the-stars-coming-to-america-r,Movies Under the Stars: Coming to America (R)
"Film,Free Summer Movies,Movies Under the StarsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/movies-under-the-stars-saturday-night-fever-1977,Movies Under the Stars: Saturday Night Fever (1977)
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/movies-under-the-stars-wonder-woman,Movies Under the Stars: Wonder Woman
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/movies-under-the-stars-sing,Movies Under the Stars: Sing
"Accessible,Education,Waterfront,AstronomyFree",09/30/2017,https://www.nycgovparks.org/events/2017/09/30/summer-on-the-hudson-stargazing1,Summer on the Hudson: Stargazing
"Markets,FoodFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/farmers-market,Cunningham Park Farmers Market
"Markets,Food",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/hattie-carthan-community-sunday-farmers-market,Hattie Carthan Community Sunday Farmers Market
"Birding,Nature,Best for Kids,Tours,Wildlife",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/bird-walks-with-new-york-city-audubon,Bird Walks with New York City Audubon
"Fitness,Outdoor FitnessFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/tai-chi-fort-greene,Tai Chi Fort Greene
VolunteerFree,10/01/2017,https://www.nycgovparks.org/events/2017/10/01/roger-morris-park-garden-volunteer-day,Roger Morris Park Garden Volunteer Day
"Education,Nature,History,Tours",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/central-park-tour-the-art-of-the-park,Central Park Tour: The Art of the Park
"Birding,Nature,Fitness,Sports,Tours,Volunteer,Hiking,WildlifeFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/discovery-day-at-freshkills-park,Discovery Day at Freshkills Park
"Education,Nature,Best for Kids,Tours,Food,Talks,WaterfrontFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/urban-farm-exploration-day,Urban Farm Exploration Day
"Dance,Art,Festivals,History,Best for Kids,Markets,FoodFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/33rd-annual-medieval-festival,33rd Annual Medieval Festival
"Nature,Fitness,Sports,Kayaking and Canoeing,Waterfront,Outdoor FitnessFree",10/01/2017,https://www.nycgovparks.org/events/2017/10/01/free-community-rowing-at-pier-40,Free Community Rowing at Pier 40
