categories,dates,event_links,event_titles
"Volunteer,It's My ParkFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/its-my-park-at-northerleigh-park,It's My Park at Northerleigh Park
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/dance-fitness-in-the-park,Dance Fitness in the Park
"Dance,Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/zumba,Zumba
"Arts & Crafts,Education,Art,SeniorsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/arts-culture-fun-make-your-mark,"Arts, Culture & Fun: Make Your Mark"
"Fitness,Outdoor Fitness,HikingFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/evening-group-hike-at-the-greenbelt-nature-center,Evening Group Hike at the Greenbelt Nature Center
"Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/summer-on-the-hudson-yoga-evening-salute-to-the-sun,Summer on the Hudson: Yoga Evening Salute to the Sun
"Fitness,Waterfront,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/yoga-in-the-battery,Yoga in The Battery
"Fitness,Outdoor FitnessFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/fitness-class-with-orangetheory,Fitness Class with Orangetheory!
"Film,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york,"Movies Under the Stars: One Film, One New York - Crooklyn"
"Film,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york1,"Movies Under the Stars: One Film, One New York - Crooklyn"
"Film,Free Summer Movies,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york2,"Movies Under the Stars: One Film, One New York - Crooklyn"
"Free Summer Movies,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york3,"Movies Under the Stars: One Film, One New York - Crooklyn"
"Film,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-one-film-one-new-york4,"Movies Under the Stars: One Film, One New York - Crooklyn"
"Film,Free Summer Movies,Movies Under the StarsFree",09/13/2017,https://www.nycgovparks.org/events/2017/09/13/movies-under-the-stars-la-la-land,Movies Under the Stars: La La Land
FitnessFree,09/14/2017,https://www.nycgovparks.org/events/2017/09/14/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
"Education,FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/bryant-park-tai-chi,Bryant Park Tai Chi
"Nature,Fitness,Waterfront,Outdoor Fitness,SeniorsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/fitness-walk,Fitness Walk
"Accessible,Art,HistoryFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Accessible,FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/shape-up-dance-movement-for-fitness,Shape Up NYC: Dance Movement for Fitness
"Nature,Volunteer,SeniorsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/biweekly-gardening-club,Bi-weekly Gardening Club
"Art,History,ToursFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/conference-house-inside-out,Conference House: Inside Out
Arts & CraftsFree,09/14/2017,https://www.nycgovparks.org/events/2017/09/14/special-express-arts-2,Special Express Arts 2
"Education,Nature,ToursFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/central-park-tour-stroll-to-strawberry-fields,Central Park Tour: Stroll to Strawberry Fields
"Accessible,Markets,Food",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/hudson-yards-farmers-market,Hudson Yards Farmers Market
"Education,Nature,History,ToursFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/tour-the-battery,Tour The Battery
"Arts & Crafts,Best for KidsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/kids-imaginative-arts,Kids Imaginative Arts
"Education,Games,Best for KidsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/summer-on-the-hudson-human-chess,Summer on the Hudson: Human Chess
"Birding,Nature,WildlifeFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
"Education,NatureFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/vertical-gardening-pallet-planters-aframe,Vertical Gardening: Pallet Planters A-Frame
"Accessible,SportsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/nyc-parks-wheelchair-softball,NYC Parks Wheelchair Softball
"Accessible,Education,Art,History,TalksFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/14-sculptors-inc-on-the-rock-2017-lecture-series-anne-stanners-rockaway-wave-and-rockaways-history,"14 Sculptors Inc. On the Rock 2017 Lecture Series: Anne Stanner's ""Rockaway Wave"" and Rockaway's History"
"Fitness,Sports,Outdoor FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/open-track-night,Open Track Night
"Fitness,Outdoor FitnessFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/summer-on-the-hudson-yoga-flow,Summer on the Hudson: Yoga Flow
FitnessFree,09/14/2017,https://www.nycgovparks.org/events/2017/09/14/nyrr-open-run-flushing-meadows-corona-park,NYRR Open Run: Flushing Meadows Corona Park
"Film,Free Summer Movies,Movies Under the StarsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/movies-under-the-stars-chocolat-2000,Movies Under the Stars: Chocolat (2000)
"Film,Free Summer MoviesFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/free-movies-in-hudson-park-ferris-buellers-day-off,Free Movies in Hudson Park: Ferris Bueller's Day Off
"Accessible,Concerts,Art,Film,Free Summer Movies,Free Summer Concerts,SeniorsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/outdoor-movie-screening-nysferatu-symphony-of-a-century-by-andrea-mostrovito,Outdoor Movie Screening - NYsferatu: Symphony of a Century by Andrea Mastrovito
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/14/2017,https://www.nycgovparks.org/events/2017/09/14/movies-under-the-stars-power-rangers,Movies Under the Stars: Power Rangers
"Accessible,Art,HistoryFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Nature,Volunteer,WaterfrontFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/coastal-cleanup,Coastal Cleanup
"Art,History,ToursFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/conference-house-inside-out,Conference House: Inside Out
"Education,Nature,History,Tours,Seniors",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/central-park-tour-iconic-views-of-central-park,Central Park Tour: Iconic Views of Central Park
"Nature,Tours,Waterfront,WildlifeFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/weekend-nature-exploration,Weekend Nature Exploration
"Accessible,Arts & Crafts,Art,SeniorsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/adult-imaginative-arts,Adult Imaginative Arts
"Arts & Crafts,Best for Kids,Fourth of JulyFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/seasonal-arts-and-crafts,Seasonal Arts and Crafts
SportsFree,09/15/2017,https://www.nycgovparks.org/events/2017/09/15/girls-basketball-clinic,Girls Basketball Clinic
"Accessible,Games,WaterfrontFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/summer-on-the-hudson-bingo,Summer on the Hudson: Bingo
"Accessible,Theater,Free Summer TheaterFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/bryant-park-presents-new-york-city-opera,Bryant Park Presents: New York City Opera - Viva Verdi
"Concerts,Dance,Nature,Festivals,Free Summer Concerts,SeniorsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/arts-culture-fun-flag-day-with-the-city-stompers,"Arts, Culture & Fun: Dance Away the Night with the City Stompers"
"Accessible,Art,Fitness,Games,Best for Kids,Sports,WaterfrontFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/bronx-sole-run-game-night-and-public-art-in-virginia-park,"Bronx Sole Run, Game Night and Public Art in Virginia Park"
"Film,History,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-cesar-chavez-an-american-hero,Movies Under the Stars: Cesar Chavez: An American Hero
FilmFree,09/15/2017,https://www.nycgovparks.org/events/2017/09/15/a-showing-of-in-my-fathers-house,Outdoor Film: In My Father's House
"Film,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-grown-ups-2-2013,Movies Under the Stars: Grown Ups 2 (2013)
"Film,History,Best for Kids,Theater,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-newsies-1992,Movies Under the Stars: Newsies (1992)
"Accessible,Film,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-bless-me-ultima,"Movies Under the Stars: Bless Me, Ultima"
"Film,Best for Kids,Free Summer Concerts,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-smurfs-the-lost-village,Movies Under the Stars: Smurfs: The Lost Village
"Film,Free Summer Movies,Movies Under the StarsFree",09/15/2017,https://www.nycgovparks.org/events/2017/09/15/movies-under-the-stars-power-rangers,Movies Under the Stars: Power Rangers
"Nature,Tours,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/wildlife-tour-high-line-as-habitat,Wildlife Tour: High Line as Habitat
FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/van-cortlandt-track-club,Van Cortlandt Track Club
"Birding,Education,Nature,Tours,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/bird-walks,Bird Walks
"Markets,Food,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/socrates-farmers-market,Socrates Farmers Market
FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/morning-fitness-at-fort-tryon-park,Morning Fitness at Fort Tryon Park
FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-soundview-park,NYRR Open Run: Soundview Park
"Fitness,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-astoria-park,NYRR Open Run: Astoria Park
FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-canarsie-park,NYRR Open Run: Canarsie Park
FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-inwood-hill-park,NYRR Open Run: Inwood Hill Park
FitnessFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/nyrr-open-run-st-marys-park,NYRR Open Run: St. Mary's Park
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-court-square-park,It's My Park at Court Square Park
"Nature,Volunteer,Waterfront,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/international-coast-cleanup-day-conferenece-house-park-edition,International Coastal Cleanup Day: Conference House Park Edition
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-hendrick-i-lott-house,It's My Park at Hendrick I. Lott House
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-westerleigh-park,It's My Park at Westerleigh Park
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-lemon-creek-park,It's My Park at Lemon Creek Park
"Education,Nature,Fitness,Sports,Waterfront",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/learntorow-1,Learn-to-Row 1
"Markets,Food",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/hattie-carthan-community-saturday-farmers-market,Hattie Carthan Community Saturday Farmers Market
"Accessible,Art,HistoryFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-bronx-meets-east-africa,The Bronx Meets East Africa
"Birding,Nature,Best for Kids,Tours,Wildlife",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/bird-walks-with-new-york-city-audubon,Bird Walks with New York City Audubon
"Accessible,FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/shape-up-zumbaadults,Shape Up NYC: Zumba - Adults
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-rudd-playground,It's My Park at Rudd Playground
"Birding,Nature,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/cabrini-woods-migration-walk,Cabrini Woods Migration Walk
"Nature,Volunteer,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/green-team,Green Team
"Education,Nature,Fitness,Best for Kids,Tours,Outdoor Fitness,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/claremont-in-motion-bike-ride,Claremont in Motion Bike Ride
"Education,NatureFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/farm-garden-work-days-nyc-compost-project,Farm & Garden Work Days: NYC Compost Project
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-new-dorp-beach,It's My Park at New Dorp Beach
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-owls-head-park,It's My Park at Owl's Head Park
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-baisley-pond-park,It's My Park at Baisley Pond Park
"Arts & Crafts,Best for KidsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/family-art-project-dotted-ladybug-backpacks-parade,Family Art Project: Dotted Ladybug Backpacks Parade
VolunteerFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/saturday-woodland-corps,Saturday Woodland Corps
"Art,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/conference-house-inside-out,Conference House: Inside Out
"Fitness,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/summer-on-the-hudson-butt-gut,Summer on the Hudson: Butt & Gut
"Dance,Fitness,Sports,Waterfront,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/summer-on-the-hudson-shape-up-nyc-zumba-in-west-harlem-piers-park,Summer on the Hudson: Shape Up NYC Zumba in West Harlem Piers Park
Best for KidsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/stories-at-the-statue-of-hans-christian-andersen,Stories at the Statue of Hans Christian Andersen
"Art,Fitness,Sports,Outdoor Fitness,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/public-art-and-yoga-in-fort-greene-park,Public Art and Yoga In Fort Greene Park
"Education,Nature,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/central-park-tour-southern-welcome-tour,Central Park Tour: Southern Welcome Tour
"Nature,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/garden-highlights-walk,Garden Highlights Walk
"Arts & Crafts,Best for Kids,Theater",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-princess-the-emperor-and-the-duck,"The Princess, The Emperor and The Duck"
"Nature,History,Tours",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/central-park-tour-hallett-nature-sanctuary-and-the-pond,Central Park Tour: Hallett Nature Sanctuary and the Pond
"History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/wallabout-historic-walking-tour,Wallabout Historic Walking Tour
"Education,Art,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/arts-culture-fun-make-your-mark,"Arts, Culture & Fun: Make Your Mark"
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-brower-park,It's My Park at Brower Park
"Nature,Hiking,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/butterfly-stroll-discovery-hike,Butterfly Stroll: Discovery Hike
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-thomas-greene-playground,It's My Park at Thomas Greene Playground
"Markets,FoodFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/farmers-market-and-spinning-felting-demo,Farmers Market and Spinning & Felting Demo
"Arts & Crafts,Education,Nature,Art,History,Best for Kids,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/farmhouse-family-day,Farmhouse Family Day
"Education,Nature,Best for Kids,Tours,Food,Talks,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/urban-farm-exploration-day,Urban Farm Exploration Day
"Birding,Nature,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/introduction-to-bird-watching,Introduction to Bird Watching
"Volunteer,It's My ParkFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/its-my-park-at-st-nicholas-park,It's My Park at St. Nicholas Park
"Arts & Crafts,Nature,Art,Best for KidsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/saturday-sculpture-workshop-meadow-mazes-with-free-style-arts-association,Saturday Sculpture Workshop: Meadow Mazes with Free Style Arts Association
"Birding,Nature,Festivals,Best for Kids,WildlifeFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/raptor-fest,Raptor Fest
FestivalsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/poseidons-parade,Poseidon's Parade
"Arts & Crafts,Nature,Festivals,FoodFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/greenthumb-harvest-fair,GreenThumb Harvest Fair
"Fitness,History,Outdoor FitnessFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/capoeira-for-beginners,Capoeira for Beginners
"History,Tours",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/wave-hill-history-walk,Wave Hill History Walk
"Arts & Crafts,Best for Kids,Theater",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-princess-the-emperor-and-the-duck1,"The Princess, The Emperor and The Duck"
"Arts & Crafts,Education,Talks",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/spinning-felting-workshop-demonstration,Spinning & Felting Workshop Demonstration
"Education,NatureFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/turn-learn-nyc-compost-project,Turn & Learn: NYC Compost Project
Best for KidsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-amazing-michaels-juggling-show-at-forest-park-carousel,Contortionist Jared at Forest Park Carousel
"Nature,Art,Best for Kids,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/flow17-meet-the-artist-photographytour,FLOW.17 Meet the Artist PhotographyTour
"Accessible,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/union-square-park-crossroads-of-new-york-walking-tour,Union Square Park: Crossroads of New York Walking Tour
"Arts & Crafts,Best for KidsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/paper-arts-and-crafts,CANCELLED: Paper Arts and Crafts
"Accessible,Arts & CraftsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/crochet-basics-accessories-adults,CANCELLED: Crochet Basics and Accessories - Adults
"Education,Nature,History,Tours,SeniorsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/central-park-tour-west-side-stories,Central Park Tour: West Side Stories
"Art,Tours,WaterfrontFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/14-sculptors-inc-on-the-rock-2017-bike-tour,14 Sculptors Inc. On the Rock 2017 Bike Tour
"Concerts,Free Summer ConcertsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/ingardens-free-jazz-concerts,InGardens Free Jazz Concerts
Best for KidsFree,09/16/2017,https://www.nycgovparks.org/events/2017/09/16/the-amazing-michaels-juggling-show-at-forest-park-carousel1,Contortionist Jared at Forest Park Carousel
"Art,History,ToursFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/conference-house-inside-out-opening-reception1,Conference House: Inside Out - Opening Reception
"Accessible,Film,History,Free Summer Movies,Seniors,Astronomy,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-hidden-figures1,Movies Under the Stars: Hidden Figures
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-the-angry-birds-movie,Movies Under the Stars: The Angry Birds Movie
"Film,History,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-hidden-figures,Movies Under the Stars: Hidden Figures
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-sing,Movies Under the Stars: Sing
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-the-hunger-games-mockingjay-part-2,"Movies Under the Stars: The Hunger Games: Mockingjay, Part 2"
"Film,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-la-la-land,Movies Under the Stars: La La Land
"Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/16/2017,https://www.nycgovparks.org/events/2017/09/16/movies-under-the-stars-boss-baby,Movies Under the Stars: Boss Baby
FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-marine-park,NYRR Open Run: Marine Park
FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-conference-house-park,NYRR Open Run: Conference House Park
FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-crotona-park,NYRR Open Run: Crotona Park
FitnessFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyrr-open-run-cunningham-park,NYRR Open Run: Cunningham Park
"Markets,FoodFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/farmers-market,Cunningham Park Farmers Market
"Markets,Food",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/hattie-carthan-community-sunday-farmers-market,Hattie Carthan Community Sunday Farmers Market
"Fitness,Outdoor FitnessFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/free-yoga-in-the-hudson-boulevard-park,Free Yoga
"Fitness,Outdoor FitnessFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/tai-chi-fort-greene,Tai Chi Fort Greene
"Volunteer,It's My ParkFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/its-my-park-at-lt-lia-playground,It's My Park at Lt. Lia Playground
"Arts & Crafts,Best for Kids",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/family-art-project-dotted-ladybug-backpacks-parade,Family Art Project: Dotted Ladybug Backpacks Parade
"Volunteer,It's My ParkFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/its-my-park-at-whitey-ford-field,It's My Park at Whitey Ford Field
"Arts & Crafts,Best for Kids,Theater",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/the-princess-the-emperor-and-the-duck,"The Princess, The Emperor and The Duck"
"Nature,HistoryFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/historic-new-york-fdr-boardwalk-staten-island,Historic New York: FDR Boardwalk on Staten Island
"Nature,History,ToursFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/central-park-tour-heart-of-the-park,Central Park Tour: Heart of the Park
"Education,NatureFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/outdoor-skills-fire-building,Outdoor Skills: Fire Building
"Best for Kids,Hiking,WildlifeFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/whats-not-to-lichen,What's Not to Lichen?
"Accessible,SportsFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/wheelchair-football-game,Wheelchair Football Game
History,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/37th-annual-antique-motorcycle-show,37th Annual Antique Motorcycle Show
"Education,Nature,Best for Kids,Tours,Food,Talks,WaterfrontFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/urban-farm-exploration-day,Urban Farm Exploration Day
"Arts & Crafts,Nature,Best for Kids",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/apples-honey-day,Apples & Honey Day
VolunteerFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/forest-crew,Forest Crew
"Arts & Crafts,Best for Kids,Theater",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/the-princess-the-emperor-and-the-duck1,"The Princess, The Emperor and The Duck"
"Nature,Fitness,History,Hiking,WildlifeFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/fort-tryon-park-highlights,Fort Tryon Park Highlights
"Nature,Best for Kids,Wildlife",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/buzz-on-bees,Buzz on Bees
"Volunteer,It's My ParkFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/its-my-park-at-skyline-playground,It's My Park at Skyline Playground
"Accessible,Best for Kids,Sports",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/youth-wheelchair-basketball-host-by-new-york-rolling-fury,Youth Wheelchair Basketball Hosted by New York Rolling Fury
"Education,Nature,Best for Kids,Wildlife",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nature-presentation-ladybug-meetandgreet,Nature Presentation: Ladybug Meet-and-Greet
"Volunteer,It's My ParkFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/its-my-park-at-murray-hill-playground,It's My Park at Murray Hill Playground
"Concerts,Free Summer ConcertsFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/ingardens-free-jazz-concerts,InGardens Free Jazz Concerts
Best for KidsFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/the-magic-of-rogue-at-fantasy-forest-amusement-park,The Magic of Rogue at Fantasy Forest Amusement Park
"Education,Nature,History,Waterfront,WildlifeFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/little-hell-gate-salt-marsh-tour,Little Hell Gate Salt Marsh tour
"Nature,Tours",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/garden-highlights-walk,Garden Highlights Walk
"Dance,Art,FestivalsFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/ballet-folklrico-mexicano-de-nueva-york-presents-festival-del-huapango,Ballet Folklórico Mexicano de Nueva York Presents Festival del Huapango
Best for KidsFree,09/17/2017,https://www.nycgovparks.org/events/2017/09/17/the-magic-of-rogue-at-fantasy-forest-amusement-park1,The Magic of Rogue at Fantasy Forest Amusement Park
"Concerts,Dance,Theater,Free Summer Concerts,Free Summer TheaterFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/nyc-parks-presents-gertrude-ederle-sings-out-musical-show,NYC Parks Presents Gertrude Ederle Sings Out! — Musical Show
"Nature,Games,Best for KidsFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/rangers-choice-gather-around-the-campfire,Rangers Choice: Gather Around The Campfire
"Accessible,Film,Best for Kids,Free Summer Movies,Movies Under the StarsFree",09/17/2017,https://www.nycgovparks.org/events/2017/09/17/movies-under-the-stars-are-we-there-yet,Movies Under the Stars: Are We There Yet?
"Birding,Nature,WildlifeFree",09/18/2017,https://www.nycgovparks.org/events/2017/09/18/bryant-park-fall-birding-tours,Bryant Park Fall Birding Tours
